ID;Nome;Região;Estado;IDH_2010;PIB_2018;Rodovia;Km;Lat.;Long.;Comprimento;Largura;Gestora;Tipo;Norma;N. de vãos;Superestrutura;Material Super;Encontro;Ano;Classe;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;VMD;X_SIRGAS2000;Y_SIRGAS2000;Litoral_Dist;VMD_Truck
006413;Viaduto km 463,87;South;SC;0.774;80.6;BR-101;463+870;-29.291966667;-49.761566667;19.4;24.5;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;;4;4;;9229.806994;-548443.8831177767;6711117.347220128;11499.524158771992;2761.993535
006414;Viaduto Vereador Amilton Heitor Ferreira;South;SC;0.774;80.6;BR-116;1+100;-26.1192;-49.7888;16.6;17.5;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;4;;;;;;;3213.9010685;-582566.30228445;7065880.664199175;124226.82653040638;1195.874003500001
006415;Ponte sobre o Rio Chapecó;South;SC;0.774;80.6;BR-153;11+830;-26.682033333;-51.561466667;70.3;10.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2554.3820655;-755803.4876869468;6986297.578985871;295157.256722064;1541.321901
006416;Ponte sobre o Rio Roseira;South;SC;0.774;80.6;BR-153;17+920;-26.7102;-51.606916667;85.7;10.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2383.5813695;-760073.0412421941;6982672.570064647;299815.54637819825;1506.9348465
006417;Ponte sobre Rio Chapecozinho;South;SC;0.774;80.6;BR-153;26+230;-26.759233333;-51.66625;50.5;10.32;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2383.5813695;-765503.9295804175;6976558.594039444;305990.0682244484;1506.9348465
006418;Ponte sobre o Rio do Mato;South;SC;0.774;80.6;BR-153;39+940;-26.841233333;-51.747283333;85;10.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2383.5813695;-772739.3015114067;6966511.792184727;314668.14725871576;1506.9348465
006419;Ponte sobre o Rio São João;South;SC;0.774;80.6;BR-153;53+260;-26.931;-51.81275;60;10.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2383.5813695;-778302.3775798683;6955745.002404578;322086.40422002616;1506.9348465
006420;Ponte sobre o Rio Irani;South;SC;0.774;80.6;BR-153;54+230;-26.937466667;-51.81925;70.4;10.4;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2383.5813695;-778882.3358269536;6954950.609725213;322811.17504074395;1506.9348465
006421;Ponte sobre o Rio Jacutinga;South;SC;0.774;80.6;BR-153;84+110;-27.134866667;-51.916583333;80;10.4;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;3;;1751.1631825;-786375.5678753406;6931742.602875883;330775.45922342554;987.9692065
006422;Ponte sobre o Rio Uruguai;South;SC;0.774;80.6;BR-153;119+410;-27.374233333;-51.98795;628.8;13.3;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1905.3862005;-790711.050764349;6904077.588188667;317331.34808364225;612.7356359999999
006423; Ponte sobre o Rio Chinelo Queimado;South;SC;0.774;80.6;BR-158;102+550;-26.798683333;-53.191283333;83.2;10;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;3929.278895;-919126.3471538562;6955534.0495744925;452976.0596541636;1217.046224
006424;Ponte sobre Rio São Domingos;South;SC;0.774;80.6;BR-158;114+830;-26.889983333;-53.18095;63.5;10.4;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1759.2828915;-916905.1672202863;6945356.057345209;445854.9627396267;609.5951194999994
006425;Ponte sobre o Rio Lageado Sertão;South;SC;0.774;80.6;BR-158;135+490;-27.045316667;-53.22595;62.5;10.6;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1759.2828915;-919441.3387436518;6927315.3991583595;439258.54618921655;609.5951194999994
006426;Ponte sobre Rio São Domingos II;South;SC;0.774;80.6;BR-158;138+990;-27.068133333;-53.228416667;69.6;10.45;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1759.2828915;-919393.5529368988;6924713.412090328;437995.6553675245;609.5951194999994
006427;Ponte sobre o Rio Lageado Branco;South;SC;0.774;80.6;BR-158;140+510;-27.078683333;-53.227;63.45;10.6;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1842.668138;-919113.188741921;6923540.110206405;437200.9097809187;656.9593645
006428;Ponte sobre o Rio Uruguai;South;SC;0.774;80.6;BR-158;145+000;-27.16905;-53.225183333;1024.8;10.4;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;2;2;;1603.0360265;-917751.6311260229;6913370.336877798;431347.7009932426;548.2613009999999
006429;Ponte sobre o Rio Lajeado Passarinho;South;SC;0.774;80.6;BR-158;148+900;-27.143883333;-53.213133333;63.5;10.75;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1603.0360265;-916864.4313370571;6916348.969306892;431898.90292886185;548.2613009999999
006430;Ponte km 101,25;South;SC;0.774;80.6;BR-163;101+250;-26.475767;-53.507033;33;16.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;2471.1106975;-955329.159371373;6988301.925822606;493834.49057223153;670.9777915000002
006431;Viaduto km 103,89;South;SC;0.774;80.6;BR-163;103+890;-26.454833333;-53.510316667;41.9;10.1;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2471.1106975;-955935.540267519;6990627.116898546;494302.12652011216;670.9777915000002
006432;Ponte sobre o Rio Morro de Palha;South;SC;0.774;80.6;BR-280;7+210;-26.2723;-48.642033333;6.2;14.2;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;1;1;;6222.9835085;-465506.1190469342;7057964.372268889;6959.494538782444;1188.3098735
006433;Ponte km 11,09;South;SC;0.774;80.6;BR-280;11+900;-26.305483333;-48.641333333;7.6;8.7;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;6222.9835085;-465156.6806315682;7054262.775259983;6243.851121099824;1188.3098735
006434;Pontilhão km 11,25;South;SC;0.774;80.6;BR-280;11+250;-26.306866667;-48.641916667;5.6;12.2;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;2;;6222.9835085;-465203.77663508523;7054103.821780623;6274.914049808048;1188.3098735
006435;Ponte km 13,59;South;SC;0.774;80.6;BR-280;13+590;-26.327116667;-48.650283333;7.9;8.6;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;6222.9835085;-465875.6046158336;7051778.221216859;6712.252210759066;1188.3098735
006436;Ponte sobre o Rio Miranda;South;SC;0.774;80.6;BR-280;14+330;-26.333533333;-48.652916667;8;8.6;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;6222.9835085;-466086.60685824614;7051041.414524347;6848.971545764196;1188.3098735
006437;Pontilhão sobre o Rio das Areias;South;SC;0.774;80.6;BR-280;21+910;-26.370833333;-48.7012;5.6;12.6;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;6221.581658999999;-470630.7594602603;7046506.566789705;10919.859932752392;1202.290219999999
006438;Ponte sobre o Rio Araquari;South;SC;0.774;80.6;BR-280;24+950;-26.383266667;-48.726533333;9.3;8.4;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;2;;6284.805623;-473074.43899266736;7044923.58791733;13194.090758605136;1236.5741185
006439;Ponte sobre o Rio Icaraí;South;SC;0.774;80.6;BR-280;27+600;-26.401916667;-48.743783333;8.2;10.25;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;1;1;;6284.805623;-474651.22822551033;7042707.520130355;14542.795943808891;1236.5741185
006440;Pontilhão km 29,06;South;SC;0.774;80.6;BR-280;29+600;-26.411383333;-48.754066667;5.5;12.6;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;1;;;6284.805623;-475605.0157937595;7041570.764295407;15378.86746710399;1236.5741185
006441;Pontilhão km 29,56;South;SC;0.774;80.6;BR-280;29+560;-26.413233333;-48.758533333;4.2;12.3;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;2;2;;6284.805623;-476038.58345707785;7041329.690109888;15786.325382675985;1236.5741185
006442;Viaduto km 35,36;South;SC;0.774;80.6;BR-280;35+360;-26.43735;-48.8061;52;12.9;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;6156.956871;-480617.01630093914;7038267.831051346;20037.738045900485;1055.970740000001
006443;Ponte sobre o Rio Piraí;South;SC;0.774;80.6;BR-280;38+240;-26.4483;-48.830766667;54.5;8.8;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;1;;8032.772389;-483003.9503168119;7036853.029906154;22272.22110012982;1391.199045
006444;Ponte sobre o Canal do DNOS;South;SC;0.774;80.6;BR-280;44+220;-26.4519;-48.889966667;17;7.52;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;8032.772389;-488927.83582196897;7035989.63208028;28080.948410653906;1391.199045
006445;Viaduto sobre ferrovia Km 57,40;South;SC;0.774;80.6;BR-280;57+400;-26.477033333;-49.01465;35.6;9.7;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;4;;;;;;;4385.5946045;-501250.7371002154;7032199.634223646;39966.09976742332;786.6670184999998
006446;Ponte sobre o Rio Itapocuzinho;South;SC;0.774;80.6;BR-280;59+600;-26.476616667;-49.032;65.7;8.45;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;4;;;;;;;4385.5946045;-502999.7724115526;7032108.656341855;41697.430108463646;786.6670184999998
006447;Viaduto km 60,000;South;SC;0.774;80.6;BR-280;60+000;-26.477966667;-49.039866667;24.6;17.5;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;5;;;;4;;4385.5946045;-503779.2449363655;7031895.297730477;42451.83474527481;786.6670184999998
006448;Ponte sobre o Rio Itapocu;South;SC;0.774;80.6;BR-280;64+220;-26.479833333;-49.08035;97;14.4;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1470.050984;-507835.45356972795;7031364.425674405;46435.187361150245;389.6727074999999
006449;Viaduto km 66,28 sobre Ferrovia;South;SC;0.774;80.6;BR-280;66+280;-26.477483333;-49.09845;72.7;10.5;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1470.050984;-509677.30384579534;7031482.653643629;48279.66789500141;389.6727074999999
006450;Viaduto km 68,86;South;SC;0.774;80.6;BR-280;68+860;-26.46705;-49.1202;16.6;13;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1470.050984;-511958.4540297156;7032475.136835357;50648.172980839045;389.6727074999999
006451;Ponte sobre o Rio Pedra de Amolar;South;SC;0.774;80.6;BR-280;80+240;-26.440366667;-49.223916667;30.3;8.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1470.050984;-522635.65742526227;7034624.204928289;61486.114565111144;389.6727074999999
006452;Ponte sobre o Rio Novo;South;SC;0.774;80.6;BR-280;82+610;-26.43515;-49.246483333;90;8.6;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1470.050984;-524954.4105520546;7035024.905467189;63833.21368597006;389.6727074999999
006453;Ponte sobre o Rio Negrinho;South;SC;0.774;80.6;BR-280;128+980;-26.245783333;-49.52265;50;12;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;2;;3401.2828215;-554511.9956337633;7053944.243981934;95124.9849622022;864.0325469999999
006454;Viaduto km 129,46 sobre Ferrovia ;South;SC;0.774;80.6;BR-280;129+460;-26.248916667;-49.526266667;40.5;12;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;3401.2828215;-554848.1161981907;7053563.649782127;95421.6102027775;864.0325469999999
006455;Ponte sobre o Rio dos Bugres;South;SC;0.774;80.6;BR-280;129+780;-26.251966667;-49.527483333;30.4;11.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3401.2828215;-554942.8240788712;7053212.275408642;95480.92274692336;864.0325469999999
006456;Ponte sobre o Rio Preto;South;SC;0.774;80.6;BR-280;140+670;-26.2546;-49.618166667;65;10;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3401.2828215;-564069.0487937839;7052161.9627548065;104457.55096744956;864.0325469999999
006457;Ponte sobre o Rio da Areia;South;SC;0.774;80.6;BR-280;153+790;-26.215633333;-49.715833333;51;8.4;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;3401.2828215;-574290.9275501964;7055702.411398806;114980.7248680222;864.0325469999999
006458;Ponte sobre o Rio da Lança;South;SC;0.774;80.6;BR-280;166+700;-26.173083333;-49.81765;25.05;12.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;3401.2828215;-584974.2515761536;7059602.625228017;125998.8191451212;864.0325469999999
006459;Viaduto sobre a BR-116 (LD);South;SC;0.774;80.6;BR-280;170+480;-26.1392;-49.812433333;22.8;15.4;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3401.2828215;-584766.6601545098;7063440.727786353;126173.75987018504;864.0325469999999
006460;Viaduto sobre a BR-116 (LE);South;SC;0.774;80.6;BR-280;170+540;-26.1396;-49.812916667;23.8;13.7;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;;-584811.7363583634;7063391.831637678;126213.75260562773;
006461;Ponte sobre o Rio São Lourenço;South;SC;0.774;80.6;BR-280;180+570;-26.17305;-49.892766667;85.5;8.65;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2188.270493;-592564.1092055221;7058964.317170367;133487.6418195904;648.3584219999998
006462;Ponte sobre o Rio Butiá;South;SC;0.774;80.6;BR-280;187+400;-26.168416667;-49.958416667;33;8.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2188.270493;-599242.4391424858;7058918.295065962;140128.3237245554;648.3584219999998
006463;Ponte sobre o Rio São João;South;SC;0.774;80.6;BR-280;207+370;-26.166316667;-50.143866667;33;8.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2188.270493;-618008.420163027;7057538.7057543285;158664.23891986022;648.3584219999998
006464;Ponte sobre o Rio dos Pardos;South;SC;0.774;80.6;BR-280;226+470;-26.181833333;-50.3274;15.6;8.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1784.8451365;-636413.9756808202;7054173.485078841;176644.14352535646;573.5168755
006465;Ponte sobre o Rio Canoinhas;South;SC;0.774;80.6;BR-280;229+230;-26.1864;-50.354416667;60.3;8.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1784.8451365;-639100.8091728226;7053419.799158697;179242.75512887674;573.5168755
006466;Ponte sobre o Rio Água Verde;South;SC;0.774;80.6;BR-280;231+990;-26.190116667;-50.381616667;12;9.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3623.0514785;-641814.57148479;7052759.0820890535;181877.40321468507;1748.401799
006467;Ponte sobre o Rio Paciência;South;SC;0.774;80.6;BR-280;245+580;-26.245683333;-50.499616667;30.2;10;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;3623.0514785;-653189.4759016514;7045462.745418259;192470.72547885275;1748.401799
006468;Ponte sobre o Rio Pretinho;South;SC;0.774;80.6;BR-280;259+280;-26.262583333;-50.631216667;12.1;9.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2025.9531705;-666324.1902014646;7042362.919925161;205232.27200615086;629.6579389999999
006469;Ponte sobre o Rio dos Pardos;South;SC;0.774;80.6;BR-280;259+870;-26.262116667;-50.637;12.1;9.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2025.9531705;-666913.7637945437;7042361.969362989;205818.8313352115;629.6579389999999
006470;Ponte sobre o Rio da Areia;South;SC;0.774;80.6;BR-280;263+140;-26.262433333;-50.6695;25.1;10.1;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2025.9531705;-670197.0265738827;7042026.482084003;209052.4870790537;629.6579389999999
006471;Ponte sobre o Rio Timbó;South;SC;0.774;80.6;BR-280;286+930;-26.294166667;-50.8955;100;8.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;1427.259402;-692725.0959836973;7036355.211168399;230967.06324536836;501.9359045
006472;Ponte sobre o Rio das Casas;South;SC;0.774;80.6;BR-280;299+700;-26.28565;-51.01815;12.1;8.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1420.6975595;-705222.6049322165;7036146.994107394;243414.96064902516;475.7356735
006473;Ponte sobre o Rio Pintado;South;SC;0.774;80.6;BR-280;302+600;-26.282033333;-51.046566667;26.1;8.5;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;1420.6975595;-708136.3320733893;7036281.504652569;246330.8519530771;475.7356735
006474;Viaduto km 0,98;South;SC;0.774;80.6;BR-282;0+980;-27.602666667;-48.580433333;56.4;21.8;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;1;1;;46768.1925435;-447940.9840907474;6909855.634660027;2717.0190734840958;1814.199253500003
006475;Viaduto km 0,32;South;SC;0.774;80.6;BR-282;0+320;-27.598917;-48.5751;73;15.9;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;46768.1925435;-447443.1830885246;6910315.799791855;2260.068964011902;1814.199253500003
006476;Viaduto km 2,88 (LD);South;SC;0.774;80.6;BR-282;2+880;-27.601266667;-48.598333333;38.3;12.6;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;46768.1925435;-449733.8507339308;6909872.5605900455;4504.853446601335;1814.199253500003
006477;Viaduto km 2,88 (LE);South;SC;0.774;80.6;BR-282;2+880;-27.60135;-48.598466667;46.5;12.6;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;2;2;;46768.1925435;-449746.38545297517;6909862.216034563;4516.464984098845;1814.199253500003
006478;Viaduto km 2,35 (LD);South;SC;0.774;80.6;BR-282;2+350;-27.602716667;-48.59345;57;11.8;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;2;2;;46768.1925435;-449235.38474104705;6909748.706834678;3997.6743326679493;1814.199253500003
006479;Viaduto km 2,34 (LE);South;SC;0.774;80.6;BR-282;2+340;-27.60285;-48.593433333;52.6;11.65;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;46768.1925435;-449232.5606845091;6909733.948482238;3993.607905710572;1814.199253500003
006480;Viaduto km 3,08 (LD);South;SC;0.774;80.6;BR-282;3+800;-27.599966667;-48.599716667;45.4;12.1;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;46768.1925435;-449882.83924391435;6910006.938587986;4664.709223760047;1814.199253500003
006481;Viaduto km 3,09 (LE);South;SC;0.774;80.6;BR-282;3+900;-27.599966667;-48.5999;45.4;12.1;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;46768.1925435;-449901.0772225284;6910005.509309111;4682.760093718793;1814.199253500003
006482;Viaduto km 3,22;South;SC;0.774;80.6;BR-282;3+220;-27.598783;-48.600233;10.7;37;DNIT;Federal Public;DNIT;;Arco;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;3;;46768.1925435;-449944.56245668477;6910135.085203666;4737.0856981225415;1814.199253500003
006483;Viaduto km 4,99;South;SC;0.774;80.6;BR-282;4+990;-27.588266667;-48.612766667;11.3;26.2;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;46768.1925435;-451283.5761348839;6911211.617924154;6162.6347942813;1814.199253500003
006484;Viaduto km 4,18 (LD);South;SC;0.774;80.6;BR-282;4+180;-27.591666667;-48.60565;65;12.3;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;46768.1925435;-450545.7582098573;6910887.481436896;5399.969101744306;1814.199253500003
006485;Viaduto km 4,18 (LE);South;SC;0.774;80.6;BR-282;4+180;-27.591816667;-48.605633333;65;20.2;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;46768.1925435;-450542.786935312;6910870.861763028;5395.598015276251;1814.199253500003
006486;Viaduto km 19,06;South;SC;0.774;80.6;BR-282;19+600;-27.679316667;-48.703033333;15.79;13.2;DNIT;Federal Public;DNIT;;Arco;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;10792.4627825;-459458.6397828824;6900335.08697414;13385.097430184403;2033.101142000001
006487;Viaduto km 20,12;South;SC;0.774;80.6;BR-282;20+120;-27.684967;-48.711667;4;15;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;10792.4627825;-460266.84634451906;6899635.830455911;14131.041148056218;2033.101142000001
006488;Ponte km 21,56;South;SC;0.774;80.6;BR-282;21+560;-27.688583;-48.7237;8.05;11.3;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;10792.4627825;-461431.00084142;6899136.786425548;15248.640798987342;2033.101142000001
006489;Viaduto km 24,79;South;SC;0.774;80.6;BR-282;24+790;-27.67845;-48.751066667;11.4;14.45;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;10792.4627825;-464242.14174384694;6900051.552639627;18127.27625026383;2033.101142000001
006490;Ponte sobre o Rio do Matias;South;SC;0.774;80.6;BR-282;25+620;-27.679816667;-48.758883333;36.1;13;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;10792.4627825;-465007.16977687506;6899836.833094105;18871.32048951278;2033.101142000001
006491;Ponte sobre o Rio das Forquilhas;South;SC;0.774;80.6;BR-282;32+830;-27.70585;-48.806816667;62.5;12.05;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;4151.5497005;-469539.80679909606;6896547.131114973;23108.40230351672;726.2925709999997
006492;Ponte sobre o Rio dos Bugres;South;SC;0.774;80.6;BR-282;42+910;-27.719583333;-48.89625;121;11.2;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;4114.392961;-478306.9615268777;6894294.917224515;31652.77628251314;694.7891639999998
006493;Ponte sobre o Rio das Antas;South;SC;0.774;80.6;BR-282;58+400;-27.683433333;-49.0057;66.75;12;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2764.8223;-489520.45362228085;6897446.029764878;43093.2481334961;395.1132859999999
006494;Ponte sobre o Rio Bonito;South;SC;0.774;80.6;BR-282;68+700;-27.691783333;-49.081933333;59;12.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2764.8223;-497026.7548046798;6895888.814605899;50440.303230848505;395.1132859999999
006495;Viaduto da Serra da Boa Vista;South;SC;0.774;80.6;BR-282;72+220;-27.68345;-49.107633333;183;14.15;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2764.8223;-499660.46699348383;6896608.580328194;53125.60020882978;395.1132859999999
006496;Ponte sobre o Rio Adaga;South;SC;0.774;80.6;BR-282;98+480;-27.6987;-49.284;66.5;12.9;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2764.8223;-517065.6544077025;6893437.215700089;70198.83074377719;395.1132859999999
006497;Ponte sobre o Rio Caeté;South;SC;0.774;80.6;BR-282;103+910;-27.69595;-49.333066667;196;12.1;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2164.443223;-521974.23767626507;6893331.824865468;75080.75883044621;256.3451265000002
006498;Ponte sobre o Rio São João;South;SC;0.774;80.6;BR-282;114+100;-27.748616667;-49.388183333;58.75;13.2;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2164.443223;-526957.1876793795;6886976.933422724;79506.38240085883;256.3451265000002
006499;Viaduto km 128,28;South;SC;0.774;80.6;BR-282;128+280;-27.8037;-49.4905;34.4;6.3;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;4;4;;2308.8781755;-536604.3854606538;6879943.678846847;88521.85127264193;345.254128
006500;Ponte sobre o Rio Ponte Alta;South;SC;0.774;80.6;BR-282;135+460;-27.81805;-49.5529;58.6;12.9;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;3;3;;2308.8781755;-542670.2715068558;6877801.089781102;94384.00694236724;345.254128
